subject,index,weight,i,j,k,x(mm),y(mm),z(mm)
1,548347,0.8000,72,31,56,-52,-66,38
1,548438,0.8000,72,32,56,-52,-64,38
1,548439,0.8000,73,32,56,-54,-64,38
1,548529,1.0000,72,33,56,-52,-62,38
1,548530,1.0000,73,33,56,-54,-62,38
1,548615,0.6000,67,34,56,-42,-60,38
1,548616,0.6000,68,34,56,-44,-60,38
1,548706,0.4000,67,35,56,-42,-58,38
1,548795,1.0000,65,36,56,-38,-56,38
1,557433,1.0000,58,22,57,-24,-84,40
1,557434,0.2000,59,22,57,-26,-84,40
1,557436,0.2000,61,22,57,-30,-84,40
1,557437,0.6000,62,22,57,-32,-84,40
1,557523,1.0000,57,23,57,-22,-82,40
1,557524,1.0000,58,23,57,-24,-82,40
1,557525,0.4000,59,23,57,-26,-82,40
1,557614,0.8000,57,24,57,-22,-80,40
1,557621,0.2000,64,24,57,-36,-80,40
1,557704,0.2000,56,25,57,-20,-78,40
1,557712,0.2000,64,25,57,-36,-78,40
1,557713,0.6000,65,25,57,-38,-78,40
1,557897,1.0000,67,27,57,-42,-74,40
1,557976,0.2000,55,28,57,-18,-72,40
1,557989,0.4000,68,28,57,-44,-72,40
1,558357,0.8000,72,32,57,-52,-64,40
1,558443,0.4000,67,33,57,-42,-62,40
1,558444,0.4000,68,33,57,-44,-62,40
1,558448,0.6000,72,33,57,-52,-62,40
1,558534,0.8000,67,34,57,-42,-60,40
1,558535,0.6000,68,34,57,-44,-60,40
1,558536,0.2000,69,34,57,-46,-60,40
1,558625,0.8000,67,35,57,-42,-58,40
1,558626,0.6000,68,35,57,-44,-58,40
1,567356,0.4000,62,22,58,-32,-84,42
1,567442,0.2000,57,23,58,-22,-82,42
1,567532,0.2000,56,24,58,-20,-80,42
1,567540,0.2000,64,24,58,-36,-80,42
1,567630,0.2000,63,25,58,-34,-78,42
1,567631,1.0000,64,25,58,-36,-78,42
1,567632,1.0000,65,25,58,-38,-78,42
1,567723,0.8000,65,26,58,-38,-76,42
1,567804,0.2000,55,27,58,-18,-74,42
1,568363,0.4000,68,33,58,-44,-62,42
1,568364,0.2000,69,33,58,-46,-62,42
1,568453,0.4000,67,34,58,-42,-60,42
1,568454,0.6000,68,34,58,-44,-60,42
1,568455,0.8000,69,34,58,-46,-60,42
1,568456,0.4000,70,34,58,-48,-60,42
1,568544,0.2000,67,35,58,-42,-58,42
1,568545,0.2000,68,35,58,-44,-58,42
1,568546,0.2000,69,35,58,-46,-58,42
1,577459,0.4000,64,24,59,-36,-80,44
1,577549,1.0000,63,25,59,-34,-78,44
1,577550,1.0000,64,25,59,-36,-78,44
1,577632,0.2000,55,26,59,-18,-76,44
1,577640,0.2000,63,26,59,-34,-76,44
1,577641,1.0000,64,26,59,-36,-76,44
1,577642,1.0000,65,26,59,-38,-76,44
1,577733,0.6000,65,27,59,-38,-74,44
1,578282,0.2000,68,33,59,-44,-62,44
1,578283,0.4000,69,33,59,-46,-62,44
1,578284,0.4000,70,33,59,-48,-62,44
1,578373,0.2000,68,34,59,-44,-60,44
1,578374,0.6000,69,34,59,-46,-60,44
1,578375,0.6000,70,34,59,-48,-60,44
1,578465,0.2000,69,35,59,-46,-58,44
1,587377,0.4000,63,24,60,-34,-80,46
1,587467,0.2000,62,25,60,-32,-78,46
1,587468,1.0000,63,25,60,-34,-78,46
1,587469,1.0000,64,25,60,-36,-78,46
1,587559,0.8000,63,26,60,-34,-76,46
1,587560,1.0000,64,26,60,-36,-76,46
1,587561,1.0000,65,26,60,-38,-76,46
1,587651,0.8000,64,27,60,-36,-74,46
1,587652,1.0000,65,27,60,-38,-74,46
1,587743,0.8000,65,28,60,-38,-72,46
1,587744,0.8000,66,28,60,-40,-72,46
1,588202,1.0000,69,33,60,-46,-62,46
1,588203,0.8000,70,33,60,-48,-62,46
1,588292,0.2000,68,34,60,-44,-60,46
1,588293,0.6000,69,34,60,-46,-60,46
1,588294,0.6000,70,34,60,-48,-60,46
1,597202,0.2000,60,23,61,-28,-82,48
1,597294,0.2000,61,24,61,-30,-80,48
1,597386,0.4000,62,25,61,-32,-78,48
1,597387,1.0000,63,25,61,-34,-78,48
1,597477,0.2000,62,26,61,-32,-76,48
1,597478,1.0000,63,26,61,-34,-76,48
1,597479,1.0000,64,26,61,-36,-76,48
1,597570,0.8000,64,27,61,-36,-74,48
1,597571,1.0000,65,27,61,-38,-74,48
1,597662,0.8000,65,28,61,-38,-72,48
1,597663,1.0000,66,28,61,-40,-72,48
1,597754,0.8000,66,29,61,-40,-70,48
1,597755,1.0000,67,29,61,-42,-70,48
1,597846,1.0000,67,30,61,-42,-68,48
1,597937,0.8000,67,31,61,-42,-66,48
1,598212,0.4000,69,34,61,-46,-60,48
1,607212,0.6000,60,24,62,-28,-80,50
1,607304,0.8000,61,25,62,-30,-78,50
1,607305,0.8000,62,25,62,-32,-78,50
1,607396,0.8000,62,26,62,-32,-76,50
1,607397,1.0000,63,26,62,-34,-76,50
1,607398,1.0000,64,26,62,-36,-76,50
1,607488,0.4000,63,27,62,-34,-74,50
1,607489,0.8000,64,27,62,-36,-74,50
1,607490,1.0000,65,27,62,-38,-74,50
1,607580,0.6000,64,28,62,-36,-72,50
1,607581,1.0000,65,28,62,-38,-72,50
1,607582,1.0000,66,28,62,-40,-72,50
1,607672,0.6000,65,29,62,-38,-70,50
1,607673,1.0000,66,29,62,-40,-70,50
1,607764,1.0000,66,30,62,-40,-68,50
1,607765,1.0000,67,30,62,-42,-68,50
1,607856,1.0000,67,31,62,-42,-66,50
1,607947,0.4000,67,32,62,-42,-64,50
1,611850,0.4000,57,75,62,-22,22,50
1,611851,0.2000,58,75,62,-24,22,50
1,611942,0.2000,58,76,62,-24,24,50
1,617315,0.8000,62,26,63,-32,-76,52
1,617407,0.2000,63,27,63,-34,-74,52
1,617408,0.6000,64,27,63,-36,-74,52
1,617499,0.4000,64,28,63,-36,-72,52
1,617500,1.0000,65,28,63,-38,-72,52
1,617590,0.2000,64,29,63,-36,-70,52
1,617591,0.8000,65,29,63,-38,-70,52
1,617592,1.0000,66,29,63,-40,-70,52
1,617682,0.8000,65,30,63,-38,-68,52
1,617683,1.0000,66,30,63,-40,-68,52
1,617773,0.2000,65,31,63,-38,-66,52
1,617774,1.0000,66,31,63,-40,-66,52
1,621590,0.2000,60,73,63,-28,18,52
1,621676,0.2000,55,74,63,-18,20,52
1,621767,0.4000,55,75,63,-18,22,52
1,621768,0.2000,56,75,63,-20,22,52
1,621769,0.2000,57,75,63,-22,22,52
1,621857,1.0000,54,76,63,-16,24,52
1,621858,0.4000,55,76,63,-18,24,52
1,621860,0.2000,57,76,63,-22,24,52
1,621948,1.0000,54,77,63,-16,26,52
1,621949,0.8000,55,77,63,-18,26,52
1,627418,0.4000,64,28,64,-36,-72,54
1,627509,0.8000,64,29,64,-36,-70,54
1,627510,1.0000,65,29,64,-38,-70,54
1,627600,0.8000,64,30,64,-36,-68,54
1,627601,1.0000,65,30,64,-38,-68,54
1,627691,0.4000,64,31,64,-36,-66,54
1,627692,1.0000,65,31,64,-38,-66,54
1,631419,0.2000,61,72,64,-30,16,54
1,631509,0.2000,60,73,64,-28,18,54
1,631510,0.2000,61,73,64,-30,18,54
1,631776,1.0000,54,76,64,-16,24,54
1,631777,1.0000,55,76,64,-18,24,54
1,631778,0.2000,56,76,64,-20,24,54
1,631867,1.0000,54,77,64,-16,26,54
1,631868,0.8000,55,77,64,-18,26,54
1,631869,0.6000,56,77,64,-20,26,54
1,641605,0.2000,55,75,65,-18,22,56
1,641606,0.2000,56,75,65,-20,22,56
1,641695,1.0000,54,76,65,-16,24,56
1,641696,0.8000,55,76,65,-18,24,56
1,641697,0.6000,56,76,65,-20,24,56
1,641698,0.4000,57,76,65,-22,24,56
1,641786,1.0000,54,77,65,-16,26,56
1,641787,1.0000,55,77,65,-18,26,56
1,641788,1.0000,56,77,65,-20,26,56
1,641789,0.6000,57,77,65,-22,26,56
1,641878,1.0000,55,78,65,-18,28,56
1,641879,1.0000,56,78,65,-20,28,56
1,641880,0.6000,57,78,65,-22,28,56
1,651524,0.4000,55,75,66,-18,22,58
1,651525,0.4000,56,75,66,-20,22,58
1,651614,1.0000,54,76,66,-16,24,58
1,651615,1.0000,55,76,66,-18,24,58
1,651616,1.0000,56,76,66,-20,24,58
1,651617,0.6000,57,76,66,-22,24,58
1,651705,1.0000,54,77,66,-16,26,58
1,651706,1.0000,55,77,66,-18,26,58
1,651707,1.0000,56,77,66,-20,26,58
1,651708,0.6000,57,77,66,-22,26,58
1,651796,1.0000,54,78,66,-16,28,58
1,651797,1.0000,55,78,66,-18,28,58
1,651798,1.0000,56,78,66,-20,28,58
1,661082,0.2000,58,71,67,-24,14,60
1,661173,0.4000,58,72,67,-24,16,60
1,661174,0.2000,59,72,67,-26,16,60
1,661264,0.2000,58,73,67,-24,18,60
1,661354,0.2000,57,74,67,-22,20,60
1,661443,0.6000,55,75,67,-18,22,60
1,661444,1.0000,56,75,67,-20,22,60
1,661445,0.2000,57,75,67,-22,22,60
1,661533,0.4000,54,76,67,-16,24,60
1,661534,1.0000,55,76,67,-18,24,60
1,661535,1.0000,56,76,67,-20,24,60
1,661624,1.0000,54,77,67,-16,26,60
1,661625,1.0000,55,77,67,-18,26,60
1,661626,1.0000,56,77,67,-20,26,60
1,661715,1.0000,54,78,67,-16,28,60
1,661716,1.0000,55,78,67,-18,28,60
1,661717,0.2000,56,78,67,-20,28,60
1,671001,0.2000,58,71,68,-24,14,62
1,671092,0.6000,58,72,68,-24,16,62
1,671093,0.2000,59,72,68,-26,16,62
1,671183,0.6000,58,73,68,-24,18,62
1,671184,0.2000,59,73,68,-26,18,62
1,671273,0.6000,57,74,68,-22,20,62
1,671361,0.4000,54,75,68,-16,22,62
1,671362,0.8000,55,75,68,-18,22,62
1,671363,0.6000,56,75,68,-20,22,62
1,671453,0.2000,55,76,68,-18,24,62
